Nombre,Tiempo,Equipo,Prueba
"MOURE DOVAL, JOSE",165948,MOLEMOS,1500_Libre_masc
"VALCARCE DOMINGUEZ, PABLO",174403,MOLEMOS,1500_Libre_masc
"CONDE VARELA, DAVID",184660,MOLEMOS,1500_Libre_masc
"PEREIRA MARTINEZ, NOEL",192604,MOLEMOS,1500_Libre_masc
"PONTON RODRIGUEZ, JAVIER",193723,MOLEMOS,1500_Libre_masc
"REGUEIRA MOURE, ANDER",203215,MOLEMOS,1500_Libre_masc
"BELTRAN DIAZ, EMILIO",214402,MOLEMOS,1500_Libre_masc
"LOSADA TORRES, ISAAC",223467,MOLEMOS,1500_Libre_masc
"REY MUNIN, TOMAS",174249,CIDSANTI,1500_Libre_masc
"RIBÓ MIGUEL, LUCAS",174381,CIDSANTI,1500_Libre_masc
"FRAGA VISOS, TEO",174414,CIDSANTI,1500_Libre_masc
"PARCERO AREOSO, XOEL",175384,CIDSANTI,1500_Libre_masc
"LUGO BLANCO, CARLOS",181419,CIDSANTI,1500_Libre_masc
"QUIÑOY VEIGA, ALVARO",183493,CIDSANTI,1500_Libre_masc
"CASTRO FERNANDEZ, JULIO",185596,CIDSANTI,1500_Libre_masc
"REY MUNIN, ALONSO",210867,CIDSANTI,1500_Libre_masc
"FREIRE GARCIA, PABLO",174872,NTNARON,1500_Libre_masc
"ALBES ALVARIÑO, DAVID",183558,NTNARON,1500_Libre_masc
"AMENEDO MARTÍNEZ, ANDER",192682,NTNARON,1500_Libre_masc
"MEIZOSO FERNANDEZ, DANIEL",194912,NTNARON,1500_Libre_masc
"PIÑEIRO VAZQUEZ, ALVARO",202388,NTNARON,1500_Libre_masc
"CAMPOS PACIO, JAVIER",214544,NTNARON,1500_Libre_masc
"OTERO LAMAS, ALEJANDRO",223585,NTNARON,1500_Libre_masc
