Nombre,Tiempo,Equipo,Prueba
"MOURE DOVAL, JOSE",15652,MOLEMOS,200_Libre_masc
"VALCARCE DOMINGUEZ, PABLO",20012,MOLEMOS,200_Libre_masc
"PONTON RODRIGUEZ, JAVIER",20038,MOLEMOS,200_Libre_masc
"BALLESTER IBAÑEZ, EDGAR",20565,MOLEMOS,200_Libre_masc
"ARIAS FRANCO, ODEI",20689,MOLEMOS,200_Libre_masc
"CONDE VARELA, DAVID",20973,MOLEMOS,200_Libre_masc
"SUAREZ FERNÁNDEZ, SANTIAGO",21323,MOLEMOS,200_Libre_masc
"LOPEZ RODRIGUEZ, HUGO",21325,MOLEMOS,200_Libre_masc
"PONTON RODRIGUEZ, JUAN",21391,MOLEMOS,200_Libre_masc
"REGUEIRA MOURE, ANDER",21871,MOLEMOS,200_Libre_masc
"PASSARETTI PEREIRA, ALEJANDRO",15339,CIDSANTI,200_Libre_masc
"ORECHIA, AGUSTÍN",15730,CIDSANTI,200_Libre_masc
"LUGO BLANCO, CARLOS",20324,CIDSANTI,200_Libre_masc
"REY MUNIN, TOMAS",20566,CIDSANTI,200_Libre_masc
"SUAREZ RIPOLL, XIAN",20594,CIDSANTI,200_Libre_masc
"GUERRA SAAVEDRA, UXIO",20645,CIDSANTI,200_Libre_masc
"CARBALLEDA ABEIJÓN, ANDRÉS",20651,CIDSANTI,200_Libre_masc
"FRAGA VISOS, TEO",20652,CIDSANTI,200_Libre_masc
"NEIRA LOPEZ, FRANCISCO",20763,CIDSANTI,200_Libre_masc
"MEIJIDE GIADAS, DIEGO",20912,CIDSANTI,200_Libre_masc
"GRAÑA DEL SOLAR, MIGUEL",20107,NTNARON,200_Libre_masc
"FREIRE GARCIA, PABLO",20369,NTNARON,200_Libre_masc
"FERREIRO CASTRO, BRUNO",20463,NTNARON,200_Libre_masc
"GONZALEZ PERNAS, DIEGO",20913,NTNARON,200_Libre_masc
"LOPEZ CABANAS, FCO. JOSE",21066,NTNARON,200_Libre_masc
"PORTELA LEIRA, MIGUEL",21269,NTNARON,200_Libre_masc
"MELLID LOSADA, MANOEL",21297,NTNARON,200_Libre_masc
"ALBES ALVARIÑO, DAVID",21459,NTNARON,200_Libre_masc
"MEIZOSO FERNANDEZ, DANIEL",21511,NTNARON,200_Libre_masc
"FERNANDEZ ESPIÑEIRA, YAGO",21527,NTNARON,200_Libre_masc
