Nombre,Tiempo,Equipo,Prueba
"PEREZ TIERRA, ISMAEL",3134,MOLEMOS,50_Braza_masc
"CONDE VARELA, DAVID",3146,MOLEMOS,50_Braza_masc
"MOURE DOVAL, JOSE",3172,MOLEMOS,50_Braza_masc
"SUAREZ FERNÁNDEZ, SANTIAGO",3175,MOLEMOS,50_Braza_masc
"PONTON RODRIGUEZ, JUAN",3499,MOLEMOS,50_Braza_masc
"ARGIZ MARTÍNEZ, DAVID",3528,MOLEMOS,50_Braza_masc
"PRATS MOREIRAS, MARTIN",3657,MOLEMOS,50_Braza_masc
"PEREZ TIERRA, DANIEL",3847,MOLEMOS,50_Braza_masc
"REGUEIRA MOURE, ANDER",3978,MOLEMOS,50_Braza_masc
"PEREIRA MARTINEZ, NOEL",3992,MOLEMOS,50_Braza_masc
"PARCERO AREOSO, XOEL",2959,CIDSANTI,50_Braza_masc
"PASSARETTI PEREIRA, ALEJANDRO",3038,CIDSANTI,50_Braza_masc
"MIGUEZ FEIJOO, SAMUEL",3084,CIDSANTI,50_Braza_masc
"QUINTAS MOSQUERA, MANUEL",3153,CIDSANTI,50_Braza_masc
"MUNIN CANDAL, ALEX",3238,CIDSANTI,50_Braza_masc
"MUNIN CANDAL, ERIC",3428,CIDSANTI,50_Braza_masc
"LUGO BLANCO, CARLOS",3494,CIDSANTI,50_Braza_masc
"FRAGA VISOS, TEO",3512,CIDSANTI,50_Braza_masc
"GUERRA SAAVEDRA, UXIO",3550,CIDSANTI,50_Braza_masc
"FRANCISCO FERNANDEZ, ALEJANDRO",3630,CIDSANTI,50_Braza_masc
"GRAÑA DEL SOLAR, MIGUEL",2999,NTNARON,50_Braza_masc
"GRACIA CARBAJO, MIGUEL",3140,NTNARON,50_Braza_masc
"FREIRE CORRAL, ROI",3372,NTNARON,50_Braza_masc
"ALBES ALVARIÑO, DAVID",3403,NTNARON,50_Braza_masc
"GARCÍA CARRERAS, VICTOR",3844,NTNARON,50_Braza_masc
"PAZ LOPEZ, BREOGAN",4002,NTNARON,50_Braza_masc
"MEIZOSO FERNANDEZ, DANIEL",4057,NTNARON,50_Braza_masc
"LÓPEZ EYTOR, SIMÓN",4141,NTNARON,50_Braza_masc
"LORENZO LÓPEZ, TIAGO",4213,NTNARON,50_Braza_masc
"PORTELA LEIRA, DAVID",4253,NTNARON,50_Braza_masc
