Nombre,Tiempo,Equipo,Prueba
"PONTON RODRIGUEZ, JAVIER",2351,MOLEMOS,50_Libre_masc
"MOURE DOVAL, JOSE",2410,MOLEMOS,50_Libre_masc
"PONTON RODRIGUEZ, JUAN",2476,MOLEMOS,50_Libre_masc
"BALLESTER IBAÑEZ, EDGAR",2509,MOLEMOS,50_Libre_masc
"PEREZ TIERRA, ISMAEL",2521,MOLEMOS,50_Libre_masc
"CONDE VARELA, DAVID",2598,MOLEMOS,50_Libre_masc
"ARIAS FRANCO, ODEI",2611,MOLEMOS,50_Libre_masc
"LOPEZ RODRIGUEZ, HUGO",2634,MOLEMOS,50_Libre_masc
"VALCARCE DOMINGUEZ, PABLO",2706,MOLEMOS,50_Libre_masc
"REGUEIRA MOURE, ANDER",2832,MOLEMOS,50_Libre_masc
"PASSARETTI PEREIRA, ALEJANDRO",2394,CIDSANTI,50_Libre_masc
"COSTA PENA, ANDRES",2466,CIDSANTI,50_Libre_masc
"ORECHIA, AGUSTÍN",2500,CIDSANTI,50_Libre_masc
"LUGO BLANCO, CARLOS",2516,CIDSANTI,50_Libre_masc
"SUAREZ RIPOLL, XIAN",2546,CIDSANTI,50_Libre_masc
"CARBALLEDA ABEIJÓN, ANDRÉS",2546,CIDSANTI,50_Libre_masc
"LOUREIRO GONZALEZ, ROI",2548,CIDSANTI,50_Libre_masc
"LATA RIOS, DAVID",2583,CIDSANTI,50_Libre_masc
"ABUIN VILARIÑO, ANTON",2594,CIDSANTI,50_Libre_masc
"MEIJIDE GIADAS, DIEGO",2605,CIDSANTI,50_Libre_masc
"ORTIZ ANEIROS, LORENZO",2487,NTNARON,50_Libre_masc
"GRACIA CARBAJO, MIGUEL",2496,NTNARON,50_Libre_masc
"FERREIRO CASTRO, BRUNO",2561,NTNARON,50_Libre_masc
"GRAÑA DEL SOLAR, MIGUEL",2573,NTNARON,50_Libre_masc
"MEIZOSO FERNANDEZ, DANIEL",2628,NTNARON,50_Libre_masc
"FREIRE GARCIA, PABLO",2643,NTNARON,50_Libre_masc
"LOPEZ CABANAS, FCO. JOSE",2670,NTNARON,50_Libre_masc
"ALBES ALVARIÑO, DAVID",2730,NTNARON,50_Libre_masc
"FERNANDEZ ESPIÑEIRA, YAGO",2747,NTNARON,50_Libre_masc
"GONZALEZ PERNAS, DIEGO",2757,NTNARON,50_Libre_masc
