Nombre,Tiempo,Equipo,Prueba
"PONTON RODRIGUEZ, JAVIER",5176,MOLEMOS,100_Libre_masc
"MOURE DOVAL, JOSE",5182,MOLEMOS,100_Libre_masc
"BALLESTER IBAÑEZ, EDGAR",5536,MOLEMOS,100_Libre_masc
"PEREZ TIERRA, ISMAEL",5563,MOLEMOS,100_Libre_masc
"PONTON RODRIGUEZ, JUAN",5589,MOLEMOS,100_Libre_masc
"VALCARCE DOMINGUEZ, PABLO",5774,MOLEMOS,100_Libre_masc
"CONDE VARELA, DAVID",5780,MOLEMOS,100_Libre_masc
"LOPEZ RODRIGUEZ, HUGO",5864,MOLEMOS,100_Libre_masc
"ARIAS FRANCO, ODEI",5941,MOLEMOS,100_Libre_masc
"REGUEIRA MOURE, ANDER",10173,MOLEMOS,100_Libre_masc
"PASSARETTI PEREIRA, ALEJANDRO",5164,CIDSANTI,100_Libre_masc
"COSTA PENA, ANDRES",5399,CIDSANTI,100_Libre_masc
"ORECHIA, AGUSTÍN",5418,CIDSANTI,100_Libre_masc
"LUGO BLANCO, CARLOS",5501,CIDSANTI,100_Libre_masc
"MEIJIDE GIADAS, DIEGO",5544,CIDSANTI,100_Libre_masc
"LOUREIRO GONZALEZ, ROI",5612,CIDSANTI,100_Libre_masc
"SUAREZ RIPOLL, XIAN",5625,CIDSANTI,100_Libre_masc
"ARCE RODRIGUEZ, IGOR",5696,CIDSANTI,100_Libre_masc
"CARBALLEDA ABEIJÓN, ANDRÉS",5717,CIDSANTI,100_Libre_masc
"NEIRA LOPEZ, FRANCISCO",5762,CIDSANTI,100_Libre_masc
"GRACIA CARBAJO, MIGUEL",5548,NTNARON,100_Libre_masc
"FERREIRO CASTRO, BRUNO",5578,NTNARON,100_Libre_masc
"GRAÑA DEL SOLAR, MIGUEL",5621,NTNARON,100_Libre_masc
"ALBES ALVARIÑO, DAVID",5746,NTNARON,100_Libre_masc
"FREIRE GARCIA, PABLO",5751,NTNARON,100_Libre_masc
"MEIZOSO FERNANDEZ, DANIEL",5847,NTNARON,100_Libre_masc
"HERMIDA RAMOS, RAUL",5947,NTNARON,100_Libre_masc
"LOPEZ CABANAS, FCO. JOSE",5952,NTNARON,100_Libre_masc
"FERNANDEZ ESPIÑEIRA, YAGO",10074,NTNARON,100_Libre_masc
"GONZALEZ PERNAS, DIEGO",10241,NTNARON,100_Libre_masc
