Nombre,Tiempo,Equipo,Prueba
"PONTON RODRIGUEZ, JAVIER",20038,MOLEMOS,200_Libre_masc
"BALLESTER IBAÑEZ, EDGAR",20615,MOLEMOS,200_Libre_masc
"CONDE VARELA, DAVID",20973,MOLEMOS,200_Libre_masc
"PONTON RODRIGUEZ, JUAN",21157,MOLEMOS,200_Libre_masc
"SUAREZ FERNÁNDEZ, SANTIAGO",21323,MOLEMOS,200_Libre_masc
"ARIAS FRANCO, ODEI",21621,MOLEMOS,200_Libre_masc
"SANLÉS DIESTE, HUGO",15632,BOIRO,200_Libre_masc
"PÉREZ LORENZO, MANUEL",15769,BOIRO,200_Libre_masc
"LAGES BRION, ALEXANDRE",20299,BOIRO,200_Libre_masc
"GONZALEZ MARIÑO, JORGE",20450,BOIRO,200_Libre_masc
"HERBON YAÑEZ, YAGO",20884,BOIRO,200_Libre_masc
"ABELLEIRA GÓMEZ, MIGUEL A.",21167,BOIRO,200_Libre_masc
"VALIÑO RODRIGUEZ, ALEJANDRO",21314,BOIRO,200_Libre_masc
"BARCALA RIVEIRO, BRAIS",21559,BOIRO,200_Libre_masc
"VILARNOVO SUÁREZ, NOELIA",21862,BOIRO,200_Libre_masc
"MAYO MAROÑAS, JACOBO",21945,BOIRO,200_Libre_masc
"MENDEZ PUGA, MARIO",15280,RIAS,200_Libre_masc
"ALONSO VIDAL, TEO",20071,RIAS,200_Libre_masc
"BOUZA PADRON, ADRIAN",20122,RIAS,200_Libre_masc
"PASTORIZA SANTACLARA, JORGE",20193,RIAS,200_Libre_masc
"MASSO ROIG, MARTIN",20254,RIAS,200_Libre_masc
"RODRIGUEZ VIEITEZ, HUGO",20442,RIAS,200_Libre_masc
"GONZALEZ PAVON, XIAN",20582,RIAS,200_Libre_masc
"CASTRO GARCIA, PEDRO",20680,RIAS,200_Libre_masc
"PIÑEIRO RODRIGUEZ, SAMUEL",20750,RIAS,200_Libre_masc
"GONZÁLEZ BORGES, DAVID",20769,RIAS,200_Libre_masc
